"Source Url","Url","Column 4","Country","Us$"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Marshall_Islands","#Rank:120","#Country:Marshall Islands","#Us$:3,586"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Armenia","#Rank:121","#Country:Armenia","#Us$:3,504"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Guatemala","#Rank:122","#Country:Guatemala","#Us$:3,478"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Indonesia","#Rank:123","#Country:Indonesia","#Us$:3,475"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Federated_States_of_Micronesia","#Rank:124","#Country:Micronesia, Federated States of","#Us$:3,216"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Vanuatu","#Rank:125","#Country:Vanuatu","#Us$:3,165"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Sri_Lanka","#Rank:126","#Country:Sri Lanka","#Us$:3,159"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Republic_of_the_Congo","#Rank:127","#Country:Congo, Republic of the","#Us$:3,153"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Morocco","#Rank:128","#Country:Morocco","#Us$:3,146"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Egypt","#Rank:129","#Country:Egypt","#Us$:3,110"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Kosovo","#Rank:—","#Country:Kosovo","#Us$:2,972"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Nigeria","#Rank:130","#Country:Nigeria","#Us$:2,966"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/State_of_Palestine","#Rank:131","#Country:Palestine, State of","#Us$:2,908"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Bolivia","#Rank:132","#Country:Bolivia","#Us$:2,868"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Swaziland","#Rank:133","#Country:Swaziland","#Us$:2,819"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Philippines","#Rank:134","#Country:Philippines","#Us$:2,765"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Bhutan","#Rank:135","#Country:Bhutan","#Us$:2,363"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Honduras","#Rank:136","#Country:Honduras","#Us$:2,293"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Moldova","#Rank:137","#Country:Moldova","#Us$:2,285"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Papua_New_Guinea","#Rank:138","#Country:Papua New Guinea","#Us$:2,106"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Uzbekistan","#Rank:139","#Country:Uzbekistan","#Us$:1,977"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Solomon_Islands","#Rank:140","#Country:Solomon Islands","#Us$:1,912"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Vietnam","#Rank:141","#Country:Vietnam","#Us$:1,868"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Nicaragua","#Rank:142","#Country:Nicaragua","#Us$:1,851"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Ghana","#Rank:143","#Country:Ghana","#Us$:1,846"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe","#Rank:144","#Country:São Tomé and Príncipe","#Us$:1,770"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Kiribati","#Rank:145","#Country:Kiribati","#Us$:1,705"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Djibouti","#Rank:146","#Country:Djibouti","#Us$:1,668"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Syria","#Rank:147","#Country:Syria","#Us$:1,606"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Laos","#Rank:148","#Country:Laos","#Us$:1,589"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/India","#Rank:149","#Country:India","#Us$:1,548"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Zambia","#Rank:150","#Country:Zambia","#Us$:1,540"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Sudan","#Rank:151","#Country:Sudan","#Us$:1,438"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Yemen","#Rank:152","#Country:Yemen","#Us$:1,422"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Mauritania","#Rank:153","#Country:Mauritania","#Us$:1,418"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Ivory_Coast","#Rank:154","#Country:Côte d'Ivoire","#Us$:1,407"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Cameroon","#Rank:155","#Country:Cameroon","#Us$:1,329"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Kyrgyzstan","#Rank:156","#Country:Kyrgyzstan","#Us$:1,303"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Pakistan","#Rank:157","#Country:Pakistan","#Us$:1,238"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Kenya","#Rank:158","#Country:Kenya","#Us$:1,227"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Myanmar","#Rank:159","#Country:Burma","#Us$:1,183"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Lesotho","#Rank:160","#Country:Lesotho","#Us$:1,075"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Senegal","#Rank:161","#Country:Senegal","#Us$:1,072"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/South_Sudan","#Rank:162","#Country:South Sudan","#Us$:1,045"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Tajikistan","#Rank:163","#Country:Tajikistan","#Us$:1,036"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Cambodia","#Rank:164","#Country:Cambodia","#Us$:1,008"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Bangladesh","#Rank:165","#Country:Bangladesh","#Us$:980"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Zimbabwe","#Rank:166","#Country:Zimbabwe","#Us$:953"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Tanzania","#Rank:167","#Country:Tanzania","#Us$:933"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Comoros","#Rank:168","#Country:Comoros","#Us$:846"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Chad","#Rank:169","#Country:Chad","#Us$:816"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Sierra_Leone","#Rank:170","#Country:Sierra Leone","#Us$:809"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Benin","#Rank:171","#Country:Benin","#Us$:805"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Haiti","#Rank:172","#Country:Haiti","#Us$:745"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Burkina_Faso","#Rank:173","#Country:Burkina Faso","#Us$:741"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Mali","#Rank:174","#Country:Mali","#Us$:715"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Afghanistan","#Rank:175","#Country:Afghanistan","#Us$:708"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Uganda","#Rank:176","#Country:Uganda","#Us$:704"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Nepal","#Rank:177","#Country:Nepal","#Us$:654"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Rwanda","#Rank:178","#Country:Rwanda","#Us$:645"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/North_Korea","#Rank:179","#Country:Korea, North","#Us$:621"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Guinea","#Rank:180","#Country:Guinea","#Us$:615"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Togo","#Rank:181","#Country:Togo","#Us$:610"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Guinea-Bissau","#Rank:182","#Country:Guinea-Bissau","#Us$:608"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Mozambique","#Rank:183","#Country:Mozambique","#Us$:605"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Eritrea","#Rank:184","#Country:Eritrea","#Us$:543"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Ethiopia","#Rank:185","#Country:Ethiopia","#Us$:489"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/The_Gambia","#Rank:186","#Country:Gambia, The","#Us$:488"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Democratic_Republic_of_the_Congo","#Rank:187","#Country:Congo, Democratic Republic of the","#Us$:484"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Madagascar","#Rank:188","#Country:Madagascar","#Us$:463"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Liberia","#Rank:189","#Country:Liberia","#Us$:453"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Niger","#Rank:190","#Country:Niger","#Us$:415"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Central_African_Republic","#Rank:191","#Country:Central African Republic","#Us$:343"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Malawi","#Rank:192","#Country:Malawi","#Us$:315"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Burundi","#Rank:193","#Country:Burundi","#Us$:251"
"#SourceUrl:https://en.wikipedia.org/wiki/List_of_countries_by_GDP_(nominal)_per_capita","#Url:https://en.wikipedia.org/wiki/Somalia","#Rank:194","#Country:Somalia","#Us$:133"
